layout,sensor_count,snr_db,runs,pd_any,pd_all,pd_source_mean,pd_source_min,pd_source_variance,false_alarm_runs,p_fa,score
bearing_left+gearbox_left+input_shaft,3,-12.0,1040,1.0,0.6778846153846154,0.9194711538461539,0.6778846153846154,0.019454685188609464,2800,0.03785714285714286,0.8340295255375634
bearing_left+gearbox_left+input_shaft,3,-10.0,1040,1.0,0.9019230769230769,0.9754807692307692,0.9019230769230769,0.0018035780325443781,2800,0.046785714285714285,0.8810075516430685
bearing_left+gearbox_left+input_shaft,3,-5.0,1040,1.0,1.0,1.0,1.0,0.0,2800,0.04642857142857143,0.9071428571428571
bearing_left+gearbox_left+output_shaft,3,-25.0,1040,0.6730769230769231,0.0,0.19399038461538462,0.01826923076923077,0.05359993296967455,2800,0.04642857142857143,0.07433327527340448
bearing_left+gearbox_left+output_shaft,3,-20.0,1040,0.9990384615384615,0.0125,0.4475961538461538,0.07115384615384615,0.11835729474852072,2800,0.04321428571428571,0.301988935043322
bearing_left+gearbox_left+output_shaft,3,-15.0,1040,1.0,0.32403846153846155,0.8055288461538461,0.38846153846153847,0.06026737009985207,2800,0.03142857142857143,0.7125380182467772
bearing_left+gearbox_left+output_shaft,3,-12.0,1040,1.0,0.7586538461538461,0.9394230769230769,0.760576923076923,0.01066336908284024,2800,0.041428571428571426,0.851234249524514
bearing_left+gearbox_left+output_shaft,3,-10.0,1040,1.0,0.9451923076923077,0.9862980769230769,0.9451923076923077,0.000563228088017752,2800,0.038214285714285715,0.9095878914504967
bearing_left+gearbox_left+output_shaft,3,-5.0,1040,1.0,1.0,1.0,1.0,0.0,2800,0.04178571428571429,0.9164285714285714
bearing_left+gearbox_right,2,-25.0,1040,0.43365384615384617,0.0,0.11995192307692308,0.0125,0.01444960012943787,2800,0.05071428571428571,0.011298551583632722
bearing_left+gearbox_right,2,-20.0,1040,0.8432692307692308,0.0019230769230769232,0.3161057692307693,0.02980769230769231,0.06887036566198225,2800,0.047142857142857146,0.18738487211406385
bearing_left+gearbox_right,2,-15.0,1040,1.0,0.06826923076923076,0.7007211538461537,0.09038461538461538,0.12708458533653846,2800,0.06321428571428571,0.510750289749313
